Australian Bureau of Statistics

"2016 Census - Employment, Income and Education"
"POA (UR) by AGE10P - Age in Ten Year Groups"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"AGE10P - Age in Ten Year Groups","0-9 years","10-19 years","20-29 years","30-39 years","40-49 years","50-59 years","60-69 years","70-79 years","80-89 years","90-99 years","100 years and over","Total",
"POA (UR)",
"7000, TAS",1182,1466,2697,1956,1909,1939,1546,719,355,73,0,13835,
"7001, TAS",0,0,0,0,0,0,0,0,0,0,0,0,
"7004, TAS",691,723,1244,1020,942,913,886,562,341,154,3,7477,
"7005, TAS",1097,1413,2977,1482,1364,1515,1606,1036,645,167,6,13308,
"7007, TAS",343,418,390,347,458,446,416,170,69,6,0,3065,
"7008, TAS",1352,1336,1529,1670,1742,1635,1288,776,491,157,5,11977,
"7009, TAS",1523,1497,1740,1796,1640,1684,1348,757,372,96,0,12454,
"7010, TAS",1972,2008,2089,2032,2028,2314,1920,1444,838,195,6,16845,
"7011, TAS",1947,1792,1841,1821,1847,1933,1529,1209,665,99,4,14696,
"7012, TAS",111,116,71,93,127,163,96,33,15,6,0,835,
"7015, TAS",1081,993,968,1213,1214,1444,1384,1011,754,268,10,10331,
"7016, TAS",396,307,495,503,384,329,185,180,88,8,0,2873,
"7017, TAS",725,693,608,699,815,815,730,358,138,25,0,5616,
"7018, TAS",2370,2331,2135,2504,2755,2752,2841,2109,1025,206,0,21027,
"7019, TAS",1055,837,943,883,698,659,622,303,104,15,0,6109,
"7020, TAS",354,306,196,285,397,481,312,108,23,6,0,2471,
"7021, TAS",337,294,216,281,309,388,292,178,96,21,0,2408,
"7022, TAS",80,103,82,87,105,153,170,72,33,0,0,885,
"7023, TAS",24,30,23,23,40,72,68,44,12,0,0,332,
"7024, TAS",91,36,46,85,89,84,74,23,13,0,0,524,
"7025, TAS",183,213,121,157,249,280,275,152,64,3,0,1700,
"7026, TAS",119,130,90,108,135,142,129,62,26,3,0,933,
"7027, TAS",23,38,32,22,34,64,58,22,9,0,0,296,
"7030, TAS",2739,2522,2191,2175,2280,2191,2012,986,273,33,0,17402,
"7050, TAS",1647,1537,1470,1635,1557,1477,1488,994,519,87,0,12404,
"7052, TAS",890,913,714,819,981,1006,955,587,224,58,0,7140,
"7053, TAS",394,524,240,282,535,549,515,295,191,47,3,3574,
"7054, TAS",1335,1209,764,1069,1310,1217,1047,556,197,45,0,8740,
"7055, TAS",72,60,53,78,54,47,42,22,8,0,0,433,
"7109, TAS",1090,1113,826,976,1199,1424,1210,685,241,32,0,8813,
"7112, TAS",328,400,218,286,429,448,588,266,93,9,0,3062,
"7113, TAS",108,129,68,104,160,188,170,88,60,31,0,1097,
"7116, TAS",265,256,163,211,304,354,425,201,65,10,0,2254,
"7117, TAS",61,83,84,64,86,150,177,101,49,3,0,857,
"7119, TAS",8,5,3,8,6,8,0,3,4,0,0,40,
"7120, TAS",179,234,131,158,235,318,279,211,79,9,0,1828,
"7139, TAS",0,0,0,0,0,0,0,0,0,0,0,0,
"7140, TAS",1354,1345,1047,1189,1428,1737,1538,932,357,50,0,10975,
"7150, TAS",286,317,186,252,423,531,506,250,67,8,0,2837,
"7155, TAS",74,95,30,61,123,139,155,109,24,3,0,798,
"7162, TAS",54,71,36,35,85,129,100,69,18,0,0,588,
"7163, TAS",30,34,12,35,32,60,68,45,15,0,0,325,
"7170, TAS",619,724,404,490,794,875,661,334,95,12,0,5008,
"7171, TAS",445,369,394,432,410,462,420,233,98,17,0,3282,
"7172, TAS",456,417,431,399,413,494,463,329,210,46,0,3653,
"7173, TAS",797,840,620,743,931,1125,993,431,119,18,0,6598,
"7174, TAS",27,13,32,13,32,24,32,15,0,0,0,181,
"7175, TAS",25,25,18,18,21,37,32,15,0,0,0,196,
"7176, TAS",16,31,12,14,27,34,16,14,0,0,0,164,
"7177, TAS",41,49,36,46,52,66,67,37,18,0,0,406,
"7178, TAS",34,28,21,25,32,62,58,35,12,0,0,310,
"7179, TAS",24,27,11,26,37,74,116,50,14,0,0,380,
"7180, TAS",10,12,9,12,12,29,43,23,6,0,0,152,
"7182, TAS",16,20,18,24,18,48,60,40,22,0,0,263,
"7183, TAS",4,0,6,3,9,12,8,7,0,0,0,51,
"7184, TAS",68,87,39,53,115,140,137,92,52,5,0,799,
"7185, TAS",7,3,11,3,9,24,22,14,5,0,0,97,
"7186, TAS",12,15,7,15,15,28,47,21,3,0,0,168,
"7187, TAS",9,3,5,10,13,29,31,18,12,0,0,136,
"7190, TAS",240,241,175,209,354,493,739,467,167,35,0,3111,
"7209, TAS",45,35,25,21,67,62,63,53,30,5,0,405,
